Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Day,Month,Year
4119,0,0.23410383686532335,0,0,2,1,1,0.5961232634200498,1,1,0.05504587155963314,0.7999999999999999,0.020202020202020204,0,5,1,5,3,1,0.3349837837872757,0,1,1,1,1970
2232,3,0.4362963905387901,0,2,3,1,1,0.7104749902481472,1,1,0.3853211009174313,0.7428571428571429,0.15151515151515152,0,2,0,0,0,1,0.51503049934576,0,1,1,1,1970
106,4,0.23519896881713967,0,0,0,0,1,0.13105490043108192,1,1,0.10091743119266061,0.6,0.32323232323232326,0,6,1,4,0,0,0.4771077962452373,0,1,1,1,1970
4671,1,0.17755180604874446,0,0,1,1,1,0.6107560436482932,2,1,0.47706422018348627,0.9142857142857143,0.7777777777777778,0,0,1,5,2,1,0.5623075285111867,1,1,1,1,1970
3420,3,0.16122083444458343,0,2,1,0,0,0.1757533931446975,1,1,0.4495412844036699,0.0,0.3535353535353536,0,0,1,3,2,2,0.6664966201152307,3,1,1,1,1970
2571,3,0.8392778844218328,0,0,4,1,1,0.9984196997429512,0,1,0.5045871559633028,0.05714285714285714,0.6464646464646465,0,1,0,1,0,1,0.26057217252040865,1,1,1,1,1970
2717,3,0.32376620667664735,0,2,1,1,1,0.5567357797981617,0,1,0.9633027522935782,0.5428571428571428,0.6363636363636365,0,0,1,4,1,1,0.20280342217751365,1,0,1,1,1970
4487,3,0.16882503800673995,1,0,3,1,0,0.5858813174503156,2,1,0.4495412844036699,0.17142857142857143,0.6262626262626263,0,0,1,5,0,0,0.31651310798698223,1,1,1,1,1970
4312,2,0.25973297046414345,0,0,3,1,0,0.8807173362938959,2,1,0.09174311926605516,0.3142857142857143,0.37373737373737376,0,5,1,3,3,2,0.3517876666989164,0,1,1,1,1970
300,1,0.26505956323883817,0,1,0,4,1,0.0,1,1,0.17431192660550465,0.4857142857142857,0.9696969696969697,0,4,1,4,0,2,0.4000006532945062,0,1,1,1,1970
4115,1,0.16867749562987464,0,0,3,1,1,0.8090737240075615,1,1,0.4495412844036699,0.42857142857142855,0.7676767676767677,0,0,1,5,2,1,0.5500395829265764,1,1,1,1,1970
2285,0,0.04018940358954698,1,0,4,1,0,0.34996649363379045,0,2,0.03669724770642202,0.6571428571428571,0.7373737373737375,0,0,0,1,1,3,0.04437623068064488,0,1,1,1,1970
1647,1,0.058124260293980545,0,0,1,1,1,0.3713105490043108,1,1,0.10091743119266061,0.11428571428571428,0.17171717171717174,0,0,1,5,1,1,0.44847030335990884,3,1,1,1,1970
5347,1,0.19992803914943783,0,0,3,1,0,0.22240225642872147,1,2,0.00917431192660556,0.08571428571428572,0.4545454545454546,0,3,1,4,0,0,0.4264919528625821,3,1,1,1,1970
2374,4,0.22111082725824796,1,0,4,1,0,0.9714945839709546,1,1,0.02752293577981657,0.14285714285714285,0.8080808080808082,0,5,1,3,1,0,0.3199798908240687,0,2,1,1,1970
3177,3,0.2742295950637831,0,0,1,1,0,0.6777287684660086,1,1,0.11926605504587162,0.5428571428571428,0.19191919191919193,0,2,2,8,3,1,0.4846876816991626,0,1,1,1,1970
1654,0,0.039484685019590626,0,0,0,4,0,0.0,0,1,0.07339449541284404,0.37142857142857144,0.7474747474747475,0,0,1,5,3,3,0.10168481787798035,0,1,1,1,1970
2697,1,0.2472460173915295,0,0,3,1,1,0.37480121223032375,1,1,0.0825688073394496,0.0,0.9292929292929294,0,2,0,0,0,1,0.34998767675048276,0,1,1,1,1970
2804,4,0.42424453453150046,0,0,3,1,0,0.3232014082675709,1,1,0.06422018348623859,0.4857142857142857,0.7777777777777778,0,1,1,4,0,0,0.33998508144167805,0,1,1,1,1970
2347,4,0.5844446661654228,0,1,3,0,1,0.2795631169922285,1,1,0.27522935779816526,0.9142857142857143,0.04040404040404041,0,1,1,5,0,1,0.45501492749293193,0,1,1,1,1970
3303,2,0.33659977261545226,1,1,0,4,0,0.0,1,0,0.3119266055045873,0.37142857142857144,0.20202020202020204,0,4,0,2,0,2,0.4750201181105413,3,0,1,1,1970
4188,0,0.5140607032721257,0,0,4,1,0,0.5642071993678799,2,1,0.5137614678899083,0.37142857142857144,0.7373737373737375,0,2,1,4,0,0,0.5458699906527311,1,1,1,1,1970
5879,2,0.06384426577967575,0,0,0,1,0,0.37810183934947644,1,0,0.11926605504587162,0.7428571428571429,0.5151515151515152,0,0,1,5,0,0,0.3699928673680921,0,2,1,1,1970
5745,2,0.4578604114971039,0,0,4,1,0,0.9129334573568979,1,1,0.4036697247706422,0.39999999999999997,0.04040404040404041,0,3,1,5,0,2,0.5250330946545647,1,0,1,1,1970
1584,3,0.3376818341140658,0,1,1,1,1,0.3082185615266901,2,1,0.23853211009174324,0.2857142857142857,0.43434343434343436,0,3,1,3,2,2,0.24743016056410846,3,1,1,1,1970
3475,3,0.047605008955125094,0,0,1,1,0,0.41975975435332713,2,1,0.05504587155963314,0.3142857142857143,0.9696969696969697,0,0,0,2,0,0,0.1907877274594732,0,1,1,1,1970
1880,1,0.06026114461743154,0,0,4,1,0,0.36712975465338415,1,1,0.09174311926605516,0.11428571428571428,0.4545454545454546,0,0,1,4,3,0,0.4537709443079823,0,2,1,1,1970
3108,3,0.05218441762978279,0,1,0,4,1,0.0,1,2,0.21100917431192667,0.7142857142857143,0.4444444444444445,0,0,1,5,3,2,0.6300603453970138,0,1,1,1,1970
4827,3,0.027348732344150722,0,0,0,4,0,0.0,1,1,0.03669724770642202,0.22857142857142856,0.05050505050505051,0,0,1,4,0,0,0.47464992205816237,0,2,1,1,1970
847,3,0.817460390004509,0,0,3,1,1,0.6264590272151709,0,2,0.5045871559633028,0.2857142857142857,0.8989898989898991,0,1,1,4,2,2,0.12703183929759526,1,1,1,1,1970
4791,0,0.18555971526130202,1,2,3,1,0,0.7617147257979017,1,1,0.5045871559633028,0.42857142857142855,0.8080808080808082,0,0,1,5,1,2,0.5800473688529904,3,2,1,1,1970
56,1,0.18583514503907664,0,0,1,1,0,0.53229113531571,1,1,0.5137614678899083,0.6857142857142857,0.36363636363636365,0,0,0,2,0,2,0.5850486665073927,1,1,1,1,1970
2693,0,0.16324394803662048,0,2,1,1,0,0.8142747121953171,2,0,0.44036697247706424,0.02857142857142857,0.29292929292929293,0,0,1,5,0,1,0.3586296732001553,3,0,1,1,1970
4125,1,0.49303176668443005,0,0,1,1,0,0.38905392024484653,1,0,0.5137614678899083,0.7428571428571429,0.686868686868687,0,2,0,1,0,0,0.5850486665073927,1,2,1,1,1970
3827,3,0.3606720331993849,0,1,3,1,1,0.3089186945519649,0,1,0.27522935779816526,0.19999999999999998,0.5353535353535354,0,3,1,3,2,3,0.10765893252625866,3,1,1,1,1970
2475,3,0.9490062252175676,0,1,4,4,1,0.0,1,1,0.7155963302752295,0.11428571428571428,0.3535353535353536,0,1,1,5,0,1,0.6950772149042443,1,1,1,1,1970
5655,1,0.7630323219526782,0,0,3,4,0,0.0,1,2,0.10091743119266061,0.22857142857142856,0.6161616161616162,0,1,1,5,0,0,0.5400369876177716,0,1,1,1,1970
5726,2,0.20374008914376432,0,0,1,4,1,0.0,1,2,0.11009174311926606,0.6857142857142857,0.4747474747474748,0,2,1,5,0,0,0.5475389340993753,0,2,1,1,1970
3149,3,0.16205016043474643,1,2,1,1,1,0.6048649243356238,1,1,0.42201834862385335,0.2571428571428571,0.18181818181818182,0,0,1,5,1,1,0.5350356899633694,0,1,1,1,1970
4256,0,0.02802804157508601,0,0,4,3,1,0.24186595453136098,1,0,0.04587155963302758,0.34285714285714286,0.32323232323232326,0,0,1,5,3,3,0.3299824861328734,0,0,1,1,1970
523,0,0.149947118439311,0,0,0,4,1,0.0,1,2,0.00917431192660556,0.22857142857142856,0.20202020202020204,0,6,0,2,1,0,0.4650175228017366,0,1,1,1,1970
2369,0,0.44649507160308544,0,0,3,4,0,0.0,0,1,0.11926605504587162,0.5714285714285714,0.030303030303030304,0,1,1,3,0,1,0.049391314203644184,0,1,1,1,1970
3408,3,0.03821186767241469,0,0,0,1,1,0.29255558556125666,1,1,0.02752293577981657,0.7714285714285714,0.30303030303030304,0,0,1,5,3,0,0.32106433052996886,3,2,1,1,1970
1441,4,0.06278601602234121,0,0,1,1,0,0.6525939928586432,1,1,0.10091743119266061,0.39999999999999997,0.5555555555555556,0,0,0,1,0,0,0.39712300665011613,0,1,1,1,1970
2784,1,0.33116411232997,0,1,3,1,1,0.3965753493163701,1,1,0.22935779816513768,0.5142857142857142,0.08080808080808081,0,5,1,3,1,1,0.9609128270536736,0,1,1,1,1970
625,3,0.42947087829071795,0,0,1,1,1,0.8269571218531522,1,1,0.06422018348623859,0.22857142857142856,0.8686868686868687,0,1,0,2,0,1,0.33998508144167805,0,1,1,1,1970
528,1,0.3914207896961107,0,2,3,4,1,0.0,1,2,0.45871559633027537,0.8571428571428571,0.8686868686868687,0,2,0,2,1,0,0.8326129004003087,3,2,1,1,1970
1456,3,0.5018280504878581,0,1,1,4,1,0.0,1,2,0.6238532110091743,0.42857142857142855,0.42424242424242425,0,2,1,3,2,2,0.6450642383602209,1,1,1,1,1970
4441,3,0.3880250569105965,0,0,0,4,1,0.0,1,1,0.07339449541284404,0.4857142857142857,0.6060606060606061,0,1,1,5,0,1,0.479960042549165,3,1,1,1,1970
1088,2,0.20879646573779773,0,0,3,1,1,0.8685050159530311,0,2,0.02752293577981657,0.05714285714285714,0.9393939393939394,0,7,0,0,3,0,0.0,0,1,1,1,1970
5514,0,0.1942813959126681,0,1,0,1,0,0.46151768836078855,0,0,0.5596330275229358,0.42857142857142855,0.8585858585858587,0,0,1,4,0,2,0.23227833963565434,1,1,1,1,1970
369,0,0.1572197472716185,0,0,3,1,1,0.47755073463958153,0,1,0.4128440366972478,0.2571428571428571,0.04040404040404041,0,0,1,4,1,0,0.2569393340979519,1,1,1,1,1970
4351,1,0.2173097795683578,0,0,1,1,1,0.8553825226793091,2,1,0.02752293577981657,0.02857142857142857,0.5656565656565657,0,2,1,4,3,1,0.17181930480368443,0,1,1,1,1970
3378,3,0.5398668345485594,0,1,0,1,1,0.5564257208869685,2,2,0.5688073394495414,1.0,0.98989898989899,0,6,1,4,0,0,0.498578312894862,1,1,1,1,1970
1252,3,0.26402852259840315,0,1,0,4,1,0.0,1,1,0.15596330275229364,0.9142857142857143,0.37373737373737376,0,4,2,7,1,0,0.3899980579857015,3,1,1,1,1970
4130,4,0.389088439573384,0,0,3,4,0,0.0,1,2,0.4036697247706422,0.05714285714285714,0.8484848484848485,0,4,1,5,1,3,0.952788486791909,1,2,1,1,1970
3851,3,0.05863037351381309,0,0,1,1,0,0.3325831908062532,1,1,0.09174311926605516,0.5714285714285714,0.04040404040404041,0,0,1,4,1,0,0.424661304959527,0,1,1,1,1970
3757,0,0.4175527915027596,0,0,3,4,1,0.0,1,1,0.42201834862385335,0.4857142857142857,0.393939393939394,0,4,0,1,0,1,0.5350356899633694,1,1,1,1,1970
3496,1,0.4375203652169438,0,0,1,0,0,0.1703723707504426,1,2,0.47706422018348627,0.3142857142857143,0.4040404040404041,0,5,1,3,1,0,0.5650434758897833,2,1,1,1,1970
1827,0,0.03617099907039781,0,0,1,1,0,0.884518058431102,0,1,0.00917431192660556,0.45714285714285713,0.6161616161616162,0,0,1,5,2,1,0.1418748165507089,0,2,1,1,1970
822,1,0.4216059488030186,0,0,0,1,1,0.7216271091507387,0,1,0.3669724770642202,0.5142857142857142,0.43434343434343436,0,5,1,4,1,2,0.07211366815940988,1,1,1,1,1970
3643,3,0.06053867619440714,1,1,0,3,0,0.23380442284033967,1,0,0.15596330275229364,0.5428571428571428,0.18181818181818182,0,0,1,5,1,2,0.3899980579857015,0,1,1,1,1970
3052,3,0.3670503394293865,1,0,3,1,1,0.4479651133715406,1,1,0.0,0.17142857142857143,0.48484848484848486,0,1,1,5,1,0,0.40211708576490396,0,2,1,1,1970
2474,4,0.14735515681017344,1,2,0,1,0,0.6939218451505786,1,2,0.3853211009174313,0.39999999999999997,0.797979797979798,0,0,1,4,0,1,0.51503049934576,3,1,1,1,1970
1563,3,0.22886410897534773,0,1,0,1,0,0.38528320380872366,2,1,0.669724770642202,0.42857142857142855,0.7171717171717172,0,0,1,4,0,1,0.5804474882943979,1,1,1,1,1970
5865,1,0.7820213627481347,0,0,3,1,1,0.3448855282503676,0,1,0.05504587155963314,0.11428571428571428,0.06060606060606061,0,1,1,4,0,0,0.08724253417356731,0,1,1,1,1970
5765,1,0.02599506979338584,0,0,0,4,0,0.0,1,2,0.06422018348623859,1.0,0.3535353535353536,0,0,1,4,0,2,0.5076802651446287,0,2,1,1,1970
4508,1,0.5426915450626102,1,0,1,1,1,0.3726307998519719,0,1,0.00917431192660556,0.42857142857142855,0.07070707070707072,0,1,0,1,0,1,0.1342751749291117,0,1,1,1,1970
2316,2,0.07922930833640959,0,1,1,1,1,0.5965533451355758,1,1,0.1651376146788992,0.42857142857142855,0.9494949494949496,0,0,0,2,0,0,0.3949993556401038,0,1,1,1,1970
2443,3,0.3968006730334457,0,0,3,4,0,0.0,1,1,0.06422018348623859,0.05714285714285714,0.33333333333333337,0,1,1,4,1,0,0.33998508144167805,0,1,1,1,1970
5891,0,0.06053867619440714,1,1,0,3,0,0.23380442284033967,1,0,0.15596330275229364,0.5428571428571428,0.18181818181818182,0,0,1,5,1,2,0.3899980579857015,0,1,1,1,1970
4446,2,0.6606330062441579,0,0,1,1,0,0.5086366409617827,0,0,0.11009174311926606,0.42857142857142855,0.7272727272727273,0,1,1,4,0,1,0.10564242598299582,0,2,1,1,1970
5429,3,0.9040807651158324,0,1,0,1,0,0.35164681289445,0,1,0.13761467889908263,0.39999999999999997,0.27272727272727276,0,1,1,5,3,1,0.17281525384114899,0,1,1,1,1970
2352,2,0.14008814447822296,0,0,3,0,0,0.15415929026515038,1,1,0.4128440366972478,0.11428571428571428,0.6767676767676768,0,0,1,3,1,1,0.530034392308967,1,0,1,1,1970
2309,2,0.1315555670574822,0,1,3,1,1,0.9119932787229574,2,1,0.32110091743119273,0.22857142857142856,0.9090909090909092,0,0,1,3,1,0,0.25948597298289633,0,1,1,1,1970
3716,0,0.041312977790577105,0,0,3,0,1,0.18749562416859203,1,1,0.06422018348623859,0.6,0.9393939393939394,0,0,1,4,1,1,0.33998508144167805,0,0,1,1,1970
2236,3,0.08524012954988777,0,1,1,1,0,0.7029035516748182,0,1,0.17431192660550465,0.6571428571428571,0.04040404040404041,0,0,1,5,1,3,0.08827269417086203,0,2,1,1,1970
1539,3,0.20240565368806976,0,0,0,4,0,0.0,1,2,0.04587155963302758,0.6571428571428571,0.38383838383838387,0,3,1,4,0,1,0.6960761063718288,0,1,1,1,1970
263,3,0.4174978109944838,0,1,0,4,1,0.0,2,2,0.1651376146788992,0.6285714285714286,0.8282828282828284,0,1,1,5,0,1,0.3491896592773762,0,1,1,1,1970
4414,0,0.12049836551048868,1,1,3,4,0,0.0,1,1,0.32110091743119273,0.8857142857142857,0.3434343434343435,0,0,1,5,0,0,0.4800214157649436,0,0,1,1,1970
2292,3,0.09382252772248617,0,1,3,1,0,0.3714505756093658,1,2,0.22018348623853212,0.11428571428571428,0.13131313131313133,0,0,1,4,0,1,0.6375622918786173,3,1,1,1,1970
1760,3,0.6798324670226016,0,0,1,1,0,0.32220121823146397,2,1,0.35779816513761475,0.14285714285714285,0.06060606060606061,0,1,1,5,1,2,0.3088947208766141,1,1,1,1,1970
963,1,0.06736643629150424,0,0,1,1,0,0.2647703063582081,1,1,0.11926605504587162,0.6285714285714286,0.31313131313131315,0,0,1,3,1,1,0.3699928673680921,0,1,1,1,1970
3911,1,0.25335300495550017,0,0,0,1,0,0.39848571228533425,1,2,0.10091743119266061,0.2571428571428571,0.4040404040404041,0,4,1,5,0,0,0.4584832305161179,3,2,1,1,1970
3574,1,0.7555067249035544,0,2,0,1,1,0.3415448935297707,2,1,0.44036697247706424,0.7714285714285714,0.30303030303030304,0,1,1,4,0,0,0.4704009518969826,0,1,1,1,1970
1795,4,0.0330782726978085,1,0,3,1,1,0.9571518588531821,0,1,0.0,0.45714285714285713,0.5555555555555556,0,0,1,5,1,0,0.11896213508689388,3,1,1,1,1970
4802,0,0.06468484357316676,0,0,0,1,0,0.7569938288274772,1,1,0.11009174311926606,1.0,0.4747474747474748,0,0,1,5,1,0,0.3853285985145427,0,2,1,1,1970
2471,1,0.44446423214881525,0,0,3,1,1,0.20873966053550175,1,0,0.10091743119266061,0.5714285714285714,0.9090909090909092,0,1,1,4,2,0,0.35999027205928746,0,1,1,1,1970
2135,2,0.05095102568673143,0,0,3,1,0,0.6691271341554896,1,1,0.06422018348623859,0.42857142857142855,0.20202020202020204,0,0,1,4,3,1,0.33998508144167805,0,2,1,1,1970
1779,1,0.15096189814905817,0,0,0,1,1,0.4284514057670958,2,1,0.4128440366972478,0.42857142857142855,0.393939393939394,0,0,1,5,0,0,0.30266346346749773,1,1,1,1,1970
2300,1,0.2021407981256986,0,0,0,1,1,0.3331132915253898,1,1,0.00917431192660556,0.08571428571428572,0.12121212121212122,0,4,2,7,0,2,0.36851226445561663,0,2,1,1,1970
5746,2,0.13160504159146733,0,0,3,4,0,0.0,1,1,0.3853211009174313,0.22857142857142856,0.3535353535353536,0,0,1,4,0,3,0.581591043338573,2,1,1,1,1970
2333,3,0.04771069352181875,0,0,3,0,0,0.24827717266280594,2,1,0.07339449541284404,0.6571428571428571,0.6666666666666667,0,0,1,3,0,0,0.23879117843820966,0,1,1,1,1970
3541,0,0.7701324345820424,0,0,0,1,0,0.8826577049639432,0,2,0.4311926605504588,0.2571428571428571,0.7171717171717172,0,1,1,5,0,0,0.2549669192031977,1,0,1,1,1970
3679,3,0.5133733458979921,0,2,4,1,0,0.3977755773596984,1,1,0.5137614678899083,0.3142857142857143,0.37373737373737376,0,2,1,5,2,0,0.5850486665073927,3,1,1,1,1970
1714,0,0.09984459581314631,0,1,4,1,1,0.8538322281233435,0,1,0.22018348623853212,0.7714285714285714,0.20202020202020204,0,0,1,4,3,0,0.07072276247842911,0,0,1,1,1970
3268,1,0.20385251496791548,0,0,1,1,1,0.7482321641111812,2,1,0.0,0.19999999999999998,0.3535353535353536,0,2,1,4,1,1,0.2955854196815223,3,2,1,1,1970
1228,1,0.8058989409287834,0,0,1,1,1,0.5015352917054241,1,1,0.4862385321100917,0.0,0.3535353535353536,0,1,1,5,1,3,0.819832694819572,1,1,1,1,1970
2875,1,0.21623211677128387,0,0,3,1,0,0.7646252788029726,1,1,0.01834862385321112,0.2571428571428571,0.13131313131313133,0,2,1,5,2,3,0.31497859316966637,0,1,1,1,1970
2828,1,0.17662011397978875,0,0,3,1,1,0.5956731779038018,1,1,0.47706422018348627,0.3142857142857143,0.8686868686868687,0,0,1,5,2,0,0.7099821926192174,2,0,1,1,1970
3495,0,0.2500191680853908,0,0,0,0,1,0.1417669357177864,1,1,0.10091743119266061,0.02857142857142857,0.6262626262626263,0,7,1,3,0,2,0.35999027205928746,0,1,1,1,1970
5148,1,0.5416340927164999,0,1,3,4,1,0.0,1,1,0.27522935779816526,0.9428571428571428,0.38383838383838387,0,1,0,2,2,0,0.45501492749293193,0,2,1,1,1970
2632,4,0.24348789010233565,1,0,0,4,0,0.0,1,1,0.11009174311926606,0.5142857142857142,0.4545454545454546,0,4,0,2,0,2,0.36499156971368973,0,1,1,1,1970
5467,0,0.4477260434901459,0,2,3,4,1,0.0,1,0,0.4862385321100917,0.05714285714285714,0.4545454545454546,0,6,0,1,0,0,0.5700447735441858,0,2,1,1,1970
3064,3,0.719308407855367,0,2,0,4,0,0.0,0,1,0.47706422018348627,0.11428571428571428,0.9292929292929294,0,1,1,5,2,1,0.22696233949409678,0,1,1,1,1970
561,1,0.20270250068383336,0,1,3,1,0,0.7116652163911144,0,1,0.5596330275229358,0.02857142857142857,0.9494949494949496,0,0,0,2,1,3,0.2176817210953115,2,1,1,1,1970
5608,0,0.1979108741216332,0,0,3,4,1,0.0,1,2,0.07339449541284404,0.0,0.32323232323232326,0,6,0,0,1,0,0.6241762374355226,0,2,1,1,1970
1974,3,0.189559099722281,1,1,0,2,0,0.13039477500725138,1,1,0.5779816513761469,0.7999999999999999,0.494949494949495,0,0,1,3,1,0,0.8744450709901121,1,2,1,1,1970
525,0,0.3528102591510893,0,0,1,0,1,0.2424960742541083,1,1,0.01834862385321112,0.0,0.22222222222222224,0,1,0,2,0,0,0.31497859316966637,3,0,1,1,1970
5760,3,0.5174688520966194,0,2,0,1,0,0.9195947229973696,1,1,0.5137614678899083,0.9714285714285714,0.6161616161616162,0,2,1,5,2,0,0.5850486665073927,0,1,1,1,1970
1536,3,0.22823581789667977,0,0,3,1,0,0.37647152959062224,2,0,0.05504587155963314,0.7142857142857143,0.7474747474747475,0,3,1,4,0,2,0.1812426946214477,3,1,1,1,1970
374,3,0.03575127844970141,0,0,3,4,1,0.0,1,2,0.11009174311926606,0.8285714285714285,0.38383838383838387,0,0,0,0,1,0,0.5475389340993753,0,1,1,1,1970
1061,1,0.1401299963215135,1,1,2,1,0,0.3739110430981887,1,1,0.3486238532110093,0.2571428571428571,0.17171717171717174,0,0,1,5,1,0,0.4950253087281506,0,1,1,1,1970
3942,4,0.03787685005213065,0,0,4,1,1,0.4256508736659966,0,2,0.03669724770642202,0.11428571428571428,0.3535353535353536,0,0,1,5,3,0,0.059873156776307945,0,0,1,1,1970
3686,3,0.716684210983297,0,2,3,4,0,0.0,1,2,0.47706422018348627,0.14285714285714285,0.9090909090909092,0,1,1,4,1,1,0.8476167933635157,0,1,1,1,1970
1948,0,0.019816432267238365,0,0,1,4,0,0.0,2,1,0.0,0.45714285714285713,0.29292929292929293,0,0,1,4,1,0,0.2956836878868722,0,1,1,1,1970
5878,3,0.02845668289127848,0,0,0,1,1,0.6346705874116082,2,0,0.0,0.7428571428571429,0.7171717171717172,0,0,1,5,0,1,0.2996150433469501,3,1,1,1,1970
4744,3,0.07202171830070725,0,1,0,1,1,0.7379602124403637,0,1,0.13761467889908263,0.3142857142857143,0.9797979797979799,0,0,2,8,1,1,0.11619999028602125,0,0,1,1,1970
5447,3,0.0622010877261642,0,0,0,1,0,0.8060531500985187,0,1,0.09174311926605516,0.11428571428571428,0.19191919191919193,0,0,0,2,3,1,0.13968143182233902,0,2,1,1,1970
1935,1,0.9204704416722368,0,1,0,1,0,0.5980836358908193,1,1,0.6055045871559634,0.11428571428571428,0.5050505050505051,0,1,1,4,2,2,0.6350616430514162,1,1,1,1,1970
248,0,0.20955093699553698,1,1,0,1,0,0.48576229483601885,1,2,0.6330275229357798,0.34285714285714286,0.15151515151515152,0,0,1,3,1,0,0.6500655360146231,1,1,1,1,1970
5654,1,0.231086197031553,0,0,0,1,1,0.6248187155559557,2,1,0.04587155963302758,0.9714285714285714,0.8484848484848485,0,3,1,5,2,0,0.25388622317697923,3,1,1,1,1970
4556,4,0.2287272344800438,0,0,1,1,0,0.5734889629029516,1,2,0.04587155963302758,0.2571428571428571,0.8585858585858587,0,2,1,3,0,2,0.3299824861328734,0,2,1,1,1970
1812,0,0.07428006598366471,0,1,1,1,0,0.22989367979916187,1,1,0.14678899082568808,0.11428571428571428,0.6565656565656566,0,0,2,6,1,0,0.4771623968704422,0,2,1,1,1970
4185,1,0.5142346316138185,0,0,3,1,0,0.9920784949140338,0,2,0.5137614678899083,0.7714285714285714,0.27272727272727276,0,2,0,2,2,3,0.07835751841924526,1,1,1,1,1970
2728,3,0.40385335735277206,0,2,3,4,1,0.0,1,0,0.4678899082568808,0.7714285714285714,0.4646464646464647,0,3,1,5,3,0,0.5980753579172156,0,2,1,1,1970
1362,1,0.5379364755692502,0,1,1,4,1,0.0,1,0,0.2844036697247707,0.19999999999999998,0.8989898989898991,0,1,1,5,0,0,0.5358282226800483,0,1,1,1,1970
159,3,0.18675607729487156,1,0,1,1,1,0.5810003900741141,1,1,0.522935779816514,0.8857142857142857,0.8383838383838385,0,0,1,5,0,0,0.5900499641617951,1,1,1,1,1970
4102,1,0.1905956451575069,0,0,3,4,0,0.0,1,2,0.03669724770642202,0.05714285714285714,0.7373737373737375,0,7,1,3,1,0,0.7618541942207995,3,1,1,1,1970
1756,3,0.4133107747120329,0,0,1,1,1,0.7551134715595964,0,0,0.35779816513761475,0.14285714285714285,0.7272727272727273,0,2,1,5,0,1,0.07468014135730207,1,2,1,1,1970
1469,1,0.3307669798236187,0,1,2,1,1,0.4037967213770617,0,1,0.22018348623853212,0.42857142857142855,0.17171717171717174,0,3,0,1,2,1,0.08010068529082882,0,1,1,1,1970
3456,3,0.07285246385352995,0,1,1,3,0,0.17492323541472882,1,0,0.22018348623853212,0.8857142857142857,0.2828282828282829,0,0,0,2,3,1,0.6122318393413567,0,2,1,1,1970
2078,0,0.27152001385672997,0,0,3,1,0,0.8629339574519159,2,0,0.11926605504587162,0.5428571428571428,0.33333333333333337,0,2,1,4,1,0,0.22082876784754094,0,1,1,1,1970
1825,0,0.1789906372248,0,0,1,4,0,0.0,1,2,0.01834862385321112,0.08571428571428572,0.05050505050505051,0,5,1,3,0,0,0.4725194692833401,0,2,1,1,1970
3487,1,0.4428483780399747,0,0,0,4,1,0.0,1,1,0.11926605504587162,0.39999999999999997,0.38383838383838387,0,1,0,2,0,0,0.3699928673680921,0,1,1,1,1970
4566,1,0.2667143300856991,1,0,3,1,1,0.8109740850761645,2,1,0.11009174311926606,0.14285714285714285,0.8585858585858587,0,3,1,4,1,0,0.2929894534145873,0,0,1,1,1970
3296,0,0.41754751483709995,0,0,1,1,0,0.4064272211720227,1,0,0.37614678899082576,0.11428571428571428,0.4545454545454546,0,5,1,5,2,2,0.5100292016913577,1,1,1,1,1970
4124,3,0.5011627336626485,0,0,0,1,0,0.2635600764145188,1,0,0.5321100917431194,0.39999999999999997,0.8787878787878789,0,6,1,4,2,1,0.5950512618161975,1,1,1,1,1970
800,3,0.05234303356674677,0,1,3,4,1,0.0,1,2,0.17431192660550465,0.42857142857142855,0.8383838383838385,0,0,1,4,0,2,0.8589606314675928,0,0,1,1,1970
5175,2,0.11060246696230974,0,1,1,1,0,0.4284414038667347,2,1,0.25688073394495414,0.9142857142857143,1.0,0,0,0,2,2,1,0.2547338191388961,0,1,1,1,1970
1937,1,0.08574281472710593,1,1,1,1,1,0.6288494814014663,2,0,0.1834862385321101,0.0,0.4141414141414142,0,0,1,4,1,2,0.21636119304976126,0,1,1,1,1970
5455,2,0.21951694854831513,0,0,3,4,0,0.0,1,2,0.11926605504587162,0.6857142857142857,0.98989898989899,0,4,1,3,1,0,0.613532052740997,3,1,1,1,1970
5622,1,0.05424366540530284,0,0,1,1,0,0.5099468899090828,2,0,0.09174311926605516,0.19999999999999998,0.31313131313131315,0,0,1,4,3,0,0.32048972102308443,3,1,1,1,1970
4388,0,0.7521902143993334,0,2,3,4,1,0.0,1,1,0.5045871559633028,0.17142857142857143,0.2828282828282829,0,1,1,4,2,0,0.8701226328083262,3,1,1,1,1970
4207,0,0.1319087944195971,0,1,3,1,1,0.3597683559876377,1,0,0.33944954128440374,0.8285714285714285,0.8181818181818182,0,0,0,2,2,2,0.49002401107374827,0,0,1,1,1970
1547,0,0.1563120555251397,0,0,0,1,1,0.44545463638091237,2,1,0.4128440366972478,0.37142857142857144,0.42424242424242425,0,0,0,1,2,1,0.46033615920022336,2,2,1,1,1970
5744,0,0.2782975884590123,1,1,1,3,1,0.13530570808453607,1,2,0.22935779816513768,0.6,0.3535353535353536,0,2,1,3,0,0,0.4300084392209202,0,1,1,1,1970
